"endpoint_id","minimum_relative_weight_ess","maximum_normalized_weight","maximum_d2","maximum_split_log_ratio_difference","cohort_chain_range","maximum_relevant_split_rhat","minimum_relevant_mcmc_ess","minimum_relevant_tail_ess","maximum_forward_batch_mcse_ratio","projected_115_forward_log_mcse","maximum_forward_projected_variance_share","maximum_projected_variance_share_limit","invariant_control_identity_passed","forward_worst_observed_patient_envelope","forward_delta_log_bias_proxy","maximum_reference_prediction_calls","reference_cost_passed","passed"
"treatment_minus",0.424589616350125,0.0166246313541552,0.856632185145961,0.593487695379948,0.40269094005311,1.1430700287553,18.2876797231828,26.267917630801,1.20992428584801,0.959995675830466,0.35985273434236,0.5,TRUE,2.0877407780615,0.460795848806597,3004,TRUE,FALSE
"treatment_plus",0.349065797490035,0.0221094112386407,1.05249484305947,0.838049123371487,0.448096960604027,1.1430700287553,18.2876797231828,26.267917630801,1.23031284347248,1.00896147277373,0.510914762627244,0.5,TRUE,2.61453043963941,0.509001626770866,3004,TRUE,FALSE
"lambda_scale_minus",0.765136292827944,0.00424685146654894,0.267701300464905,0.284507869877785,0.128423103789131,1.13878946521116,8.79028751485585,12.4534184461719,1.30077187375275,0.37821571429739,0.406976199910595,0.25,TRUE,0.874719823637789,0.0715235632707424,3004,TRUE,FALSE
"lambda_scale_plus",0.317142270168323,0.0436955361962828,1.14840480399344,0.522417325998821,0.247359872941729,1.13878946521116,8.79028751485585,12.4534184461719,1.61028757830719,0.437216244109998,0.662398169470995,0.25,TRUE,1.29003277599833,0.0955790220568268,3004,TRUE,FALSE
