"smoke","all_global_diagnostics_pass","posterior_agreement_pass","primary_median_bulk_cpu_ratio","primary_minimum_bulk_cpu_ratio","dynamic_minimum_bulk_cpu_ratio","efficiency_pass","continue_to_discuss"
FALSE,FALSE,FALSE,0.445813660618891,0.126921669074177,0.403825438622413,FALSE,FALSE
