"endpoint_id","minimum_relative_weight_ess","maximum_normalized_weight","maximum_d2","maximum_split_log_ratio_difference","cohort_chain_range","maximum_relevant_split_rhat","minimum_relevant_mcmc_ess","minimum_relevant_tail_ess","maximum_forward_batch_mcse_ratio","projected_115_forward_log_mcse","maximum_forward_projected_variance_share","maximum_projected_variance_share_limit","invariant_control_identity_passed","forward_worst_observed_patient_envelope","forward_delta_log_bias_proxy","maximum_reference_prediction_calls","reference_cost_passed","passed"
"treatment_minus",0.349944545711925,0.0283449408492276,1.04998057787482,0.481870760935273,0.225878653558002,1.0654013878422,23.2973329301317,22.3777391545673,1.50752257255197,0.896368938659591,0.356727542212268,0.5,TRUE,1.940885936837,0.401738637096861,3004,TRUE,FALSE
"treatment_plus",0.271408143701111,0.0309104376987914,1.30413152576364,0.921345816912186,0.597401329924381,1.09349634181683,23.2973329301317,22.3777391545673,1.24067806296608,0.937599864847533,0.41118988220624,0.5,TRUE,2.17963433033624,0.439546753281056,3004,TRUE,FALSE
"lambda_scale_minus",0.811877572098215,0.00366546660687375,0.208405723465953,0.359209016747723,0.583290834191686,1.17510294686517,7.2947895192776,15.333656755318,1.46604836750094,0.339890795203452,0.291887116734304,0.25,TRUE,0.622724262267942,0.0577628763320175,3004,TRUE,FALSE
"lambda_scale_plus",0.808710004873261,0.0157897191794993,0.212314887405928,0.243749029373086,0.599451500803159,1.17510294686517,7.2947895192776,15.333656755318,1.38409792855437,0.281538995335961,0.232452066892139,0.25,TRUE,0.471220932218654,0.0396321029473912,3004,TRUE,FALSE
