"endpoint_id","axis","sign","step","pilot_gate_passed","diagnostic_fallback","forward_log_ratio","reverse_log_ratio","bridge_log_ratio","forward_bridge_difference","reverse_bridge_difference","forward_agreement_tolerance","reverse_agreement_tolerance","pooled_bridge_failures","chain_pair_bridge_failures","bridge_convergence_passed","minimum_relative_weight_ess","maximum_normalized_weight","forward_chain_range","reverse_chain_range","bridge_pair_range","overlap_passed","replication_passed","agreement_passed","maximum_component_probability_chain_range","maximum_mixture_identity_error","reference_mixing_passed","mcmc_diagnostics_passed","candidate_augmented_bridge_identity_passed","validated"
"saem_component","reference_component",0,0,FALSE,TRUE,1.75674978951252,8.31776616671934,1.75674978951252,1.77635683940025e-15,6.56101637720682,1.90321763961896,1.32866304882307,0,0,TRUE,0.017,0.0588235294117647,1.2428504777906,0,1.2428504777906,FALSE,FALSE,FALSE,0.177,1.66533453693773e-15,FALSE,FALSE,FALSE,FALSE
"priorcentral_component","reference_component",0,0,FALSE,TRUE,-3664.76566919129,8.31776616670832,NA,NA,NA,NA,NA,4,32,FALSE,0.001,1,1774.46883585481,4.27586854812034e-11,NA,FALSE,FALSE,FALSE,0.177,1.66533453693773e-15,FALSE,FALSE,FALSE,FALSE
