"positive_full_support_gaussian_lower_bound_ruled_out","global_affine_forward_fixed_precision_error_bound_ruled_out","cheap_gaussian_physical_support_regions_available","useful_lower_likelihood_component_constructed","sealed_numerical_likelihood_certificate_available","residual_collapse_method_as_a_whole_falsified","full_sampler_go"
TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
